A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,group
1,6,5,5,5,5,2,3,4,4,4,4,4,5,5,1,2,1,4,4,5,4,4,5,2,2,1,58,
2,5,6,6,6,6,6,6,2,1,2,1,5,6,6,2,2,2,2,2,5,2,4,1,2,1,4,34,
NA,5,4,6,4,4,5,5,2,2,5,6,2,1,1,6,6,6,6,3,1,1,1,6,2,2,3,20,
2,4,3,6,6,6,4,2,2,4,2,1,6,5,6,1,2,1,1,1,6,1,6,5,1,2,5,33,
4,2,4,4,4,3,4,5,1,1,5,2,4,5,5,4,2,2,2,3,6,2,3,5,4,1,3,19,
2,5,4,4,5,5,4,4,3,5,3,4,4,3,6,4,4,4,3,4,5,3,3,5,2,2,3,18,
6,5,6,5,6,1,1,1,6,6,6,1,6,3,1,6,6,6,6,6,6,1,6,2,2,2,3,20,
2,5,5,6,4,4,3,3,3,5,2,2,6,5,5,5,5,5,4,2,6,1,5,6,2,2,3,27,
2,5,5,6,6,5,5,5,1,2,2,2,4,6,6,2,2,3,3,1,5,1,5,4,3,2,3,20,
4,NA,5,6,6,4,4,5,2,3,1,1,6,5,6,1,3,3,2,2,6,3,6,5,3,2,3,31,
4,2,2,2,4,1,1,2,6,6,2,6,2,2,2,5,5,2,5,6,6,2,6,6,2,1,5,32,
2,5,5,6,5,2,4,5,5,2,5,5,4,3,2,1,2,2,5,5,4,1,2,5,1,2,5,32,
2,5,5,4,6,5,5,6,1,4,4,2,5,5,3,1,1,2,4,4,6,2,5,5,2,1,2,45,
2,5,3,2,3,2,3,5,5,5,4,5,2,3,4,5,5,4,4,4,5,4,3,6,3,2,NA,17,
4,4,3,5,5,4,4,4,4,6,4,4,NA,3,6,4,3,4,4,4,5,5,NA,6,2,1,5,39,
2,5,6,3,5,5,3,2,4,4,1,2,5,5,5,4,4,2,3,2,6,3,4,5,2,1,1,35,
1,6,6,6,5,5,4,5,2,2,5,4,4,5,5,2,3,5,4,1,6,3,5,6,2,2,5,26,
2,4,4,2,2,4,2,2,4,6,2,2,4,3,5,5,NA,4,2,4,6,5,3,4,4,1,5,29,
1,6,6,6,6,4,4,4,2,5,5,2,6,5,6,2,2,2,2,6,3,3,4,6,1,2,3,28,
2,6,6,6,6,1,5,5,1,1,1,1,5,6,6,3,2,3,1,3,6,3,4,5,4,2,3,26,
2,5,5,6,4,3,2,4,5,4,2,3,4,5,4,2,2,2,5,3,6,3,4,2,2,2,3,26,
2,5,3,2,2,4,2,5,5,5,6,6,4,1,2,5,5,4,6,5,4,5,2,5,4,2,NA,12,
2,5,5,5,5,NA,5,5,1,1,4,5,5,5,5,2,3,1,2,2,6,1,6,6,1,2,2,21,
4,5,3,5,4,3,4,5,3,3,5,5,2,4,4,5,4,4,3,4,5,2,4,6,2,1,5,30,
2,6,5,5,4,5,4,5,1,2,3,2,4,5,4,1,2,1,2,1,4,3,4,5,2,1,2,43,
2,5,3,5,2,2,4,2,5,5,1,4,4,4,6,5,5,5,6,6,6,6,5,6,4,1,2,38,
2,6,6,4,2,6,5,5,1,3,5,4,6,5,5,1,1,1,1,1,5,2,6,6,2,2,3,19,
2,5,4,6,4,2,3,2,5,4,4,5,2,3,2,4,5,5,5,4,5,5,4,6,2,2,2,22,
1,6,6,1,1,6,6,6,1,6,1,6,5,2,6,6,6,6,6,3,6,3,6,6,1,2,4,34,
1,5,3,4,4,3,2,4,4,5,6,NA,2,4,2,3,4,4,6,4,5,3,4,5,2,1,3,20,
5,5,5,4,6,4,5,4,2,1,1,2,5,6,4,1,3,1,2,1,6,1,6,4,4,1,3,26,
1,6,5,4,6,3,6,6,1,1,3,1,4,5,6,4,1,1,2,4,6,1,6,5,1,1,5,45,
3,6,3,5,3,4,NA,2,4,4,4,5,3,2,2,5,5,4,5,4,5,2,2,5,4,1,1,31,
2,6,6,5,5,5,3,5,4,4,1,1,5,5,5,4,4,2,3,2,5,3,6,6,2,1,5,40,
5,6,6,5,5,3,5,6,5,1,5,5,5,3,6,5,6,6,6,6,6,6,6,6,NA,2,3,20,
2,5,2,4,2,6,1,6,1,2,5,1,2,1,5,5,5,2,4,4,6,1,4,6,1,1,2,61,
2,3,3,4,4,5,5,2,2,4,5,5,2,2,2,1,2,2,3,4,NA,1,4,6,2,2,1,18,
2,6,6,5,5,5,5,5,1,4,1,2,3,6,2,1,1,2,2,2,4,3,6,6,1,2,3,49,
5,5,3,6,6,6,6,5,2,6,4,3,5,5,6,3,4,4,4,3,6,3,6,6,2,1,4,38,
3,3,4,2,2,5,5,4,2,2,5,5,4,2,3,3,4,4,4,4,5,2,3,4,5,2,NA,16,
3,6,4,6,5,4,6,NA,1,1,2,2,4,4,5,2,4,1,2,4,5,1,4,4,3,2,3,27,
1,6,6,6,6,5,5,6,2,3,2,1,5,6,6,2,2,4,3,2,5,3,5,4,3,2,4,38,
2,6,6,6,6,5,4,5,2,2,4,1,5,5,4,1,2,2,1,1,6,1,5,5,3,2,1,28,
2,4,4,5,4,5,6,5,1,1,1,1,6,6,6,1,2,1,1,2,6,4,5,4,1,1,3,20,
2,6,6,6,6,NA,6,5,1,1,6,4,5,4,6,1,1,1,1,2,NA,4,5,5,4,2,5,43,
2,4,4,4,3,5,5,4,2,6,5,5,3,3,3,3,3,4,5,5,3,2,3,5,3,2,5,29,
4,5,5,6,4,4,5,4,3,6,3,6,3,3,4,6,6,6,6,6,6,1,3,6,1,2,1,19,
2,4,3,3,3,4,2,3,2,3,3,4,4,6,3,NA,1,3,3,3,2,2,4,5,2,1,3,39,
2,5,6,4,6,4,3,4,3,1,2,4,5,5,5,1,1,1,1,2,6,4,5,6,1,1,2,19,
2,4,5,4,6,5,5,6,2,2,3,4,4,5,4,1,3,4,4,4,5,4,4,5,2,1,3,18,
5,4,3,2,3,4,6,6,5,4,1,1,4,6,6,4,6,2,1,4,4,6,4,5,4,2,3,18,
2,4,4,3,5,5,3,4,3,4,1,2,5,6,5,1,1,1,1,2,5,3,4,4,NA,2,5,38,
2,4,5,6,4,4,5,5,5,2,2,2,5,5,2,3,3,2,2,2,4,2,4,3,4,2,4,34,
1,6,6,6,6,6,5,4,1,5,2,1,4,6,4,1,3,3,1,1,5,2,6,6,1,2,4,45,
4,6,5,5,3,5,5,5,2,3,1,2,2,3,6,1,4,1,3,2,5,2,5,5,1,2,NA,17,
3,3,3,4,4,3,4,4,3,4,4,2,4,3,3,1,2,2,4,3,4,4,4,4,3,1,3,18,
5,5,2,4,4,5,6,4,2,3,2,2,2,5,3,4,4,5,4,6,3,5,3,5,2,2,3,37,
4,4,4,1,5,6,5,3,3,1,3,3,4,6,5,3,1,2,1,1,5,4,4,3,2,2,3,24,
5,5,4,5,5,5,5,5,3,4,4,3,3,6,6,2,4,1,2,2,4,5,4,5,4,1,3,29,
1,5,5,5,5,5,4,5,2,3,1,1,5,6,3,4,4,2,4,2,5,3,5,5,1,2,5,60,
1,6,6,6,6,6,6,6,1,1,1,4,6,4,3,6,6,6,6,6,6,1,6,6,1,2,3,25,
3,5,2,1,5,6,2,4,1,1,2,2,4,2,6,1,1,2,1,1,6,1,5,6,1,2,2,32,
3,6,4,6,4,1,6,6,1,1,2,4,2,5,4,1,1,1,1,1,4,4,4,5,4,1,1,21,
1,6,6,5,6,4,5,4,5,5,3,2,6,5,4,3,4,3,6,4,6,1,6,6,6,1,2,26,
2,5,5,4,6,4,6,5,2,4,6,4,4,5,5,2,2,2,4,4,5,4,4,4,4,2,5,43,
1,5,5,6,5,3,4,5,4,4,2,4,5,5,4,4,5,4,4,2,4,6,4,6,3,2,4,25,
2,5,5,3,5,3,4,5,4,5,3,4,4,4,4,5,6,5,4,5,5,3,5,5,2,1,4,25,
2,4,5,2,5,5,3,5,2,3,2,2,4,6,4,1,2,1,3,2,4,2,5,5,3,2,3,20,
2,6,6,5,6,6,5,5,1,1,1,1,NA,6,6,1,4,1,1,1,6,2,6,6,2,1,3,19,
1,5,6,4,5,4,3,4,3,3,1,3,5,5,4,2,3,3,2,2,6,2,5,6,2,2,5,28,
5,4,3,3,4,6,3,6,1,2,4,1,4,3,6,2,3,2,5,1,6,1,6,6,2,1,3,23,
2,4,6,5,5,5,4,5,3,4,2,2,5,5,6,3,2,4,2,1,6,2,3,5,4,2,4,23,
1,5,6,6,4,4,4,3,2,5,3,3,5,4,4,5,5,6,5,5,5,2,5,6,2,2,1,17,
2,6,5,4,5,6,5,6,1,3,2,3,6,6,6,4,3,2,2,3,5,3,4,5,4,2,3,19,
4,6,1,6,6,1,1,6,6,6,4,6,4,1,1,4,3,6,5,6,1,6,2,6,2,2,1,20,
2,5,5,5,5,4,4,5,4,3,4,4,4,5,5,3,2,2,2,2,5,2,4,5,4,1,5,60,
2,6,5,5,4,4,5,4,5,5,5,5,3,2,1,5,5,6,6,2,4,2,2,6,3,1,4,40,
3,5,4,4,4,5,5,5,1,2,1,2,3,5,4,2,2,1,1,2,5,3,3,5,3,2,3,19,
2,4,5,5,4,4,4,4,3,5,1,2,4,4,3,3,4,4,2,6,4,5,4,1,1,2,3,18,
6,6,5,5,4,5,5,4,1,2,5,6,1,4,1,1,4,1,1,1,5,1,5,1,5,2,1,21,
1,5,5,6,5,4,4,4,4,4,4,4,4,5,4,2,2,2,3,3,3,2,4,5,1,2,3,49,
2,6,4,2,4,4,6,5,2,1,2,5,3,2,5,5,6,4,5,5,3,2,5,5,2,2,1,24,
3,5,5,4,5,6,5,5,2,2,4,1,4,6,5,2,2,2,2,2,4,2,1,4,4,1,3,20,
2,5,5,5,5,5,4,2,2,4,3,4,5,6,3,3,4,2,2,2,5,3,3,4,2,2,3,20,
3,5,5,2,4,5,5,4,3,6,2,4,3,5,3,4,5,4,3,4,4,1,4,5,2,2,5,28,
4,4,5,6,NA,4,5,3,2,2,4,2,5,5,5,3,4,6,4,3,4,2,4,5,4,2,3,24,
4,5,NA,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,4,NA,5,4,5,6,5,1,5,36,
4,4,4,5,5,5,3,3,3,3,1,2,5,5,5,2,NA,2,2,2,4,5,5,2,3,2,3,20,
3,2,3,5,4,5,5,5,2,2,4,5,2,1,2,1,1,2,5,5,3,2,3,5,2,1,3,28,
2,4,4,3,5,3,3,3,5,5,4,4,2,1,2,1,4,4,3,2,4,3,1,4,3,1,4,29,
3,4,4,4,5,5,3,4,3,3,2,2,3,6,4,2,3,2,3,2,4,3,4,5,3,1,3,22,
5,5,5,5,5,3,2,4,4,6,2,2,2,5,4,5,6,5,6,1,5,2,4,6,4,1,2,26,
2,2,2,3,2,4,2,4,4,6,6,6,1,1,3,2,5,5,6,2,5,2,5,6,1,1,2,20,
2,5,4,6,4,5,5,5,2,5,4,6,4,6,6,4,6,2,6,3,6,1,5,1,5,2,NA,15,
2,2,4,1,3,1,1,1,6,6,3,4,5,3,2,5,5,6,6,4,6,5,4,6,6,1,3,18,
2,5,4,5,4,5,3,4,4,6,3,4,4,3,2,2,2,5,4,2,6,3,5,6,2,1,5,38,
1,6,6,6,5,5,4,4,2,2,2,1,5,6,5,2,2,2,4,2,4,2,4,4,3,2,3,19,
1,6,6,6,1,3,6,6,1,1,6,6,2,1,6,2,5,4,6,1,6,5,1,6,5,2,3,23,
3,4,5,2,5,5,2,5,2,1,3,2,4,4,5,2,2,1,1,1,5,2,6,5,1,1,4,32,
1,1,6,6,5,6,5,5,1,2,2,4,5,5,5,2,2,1,1,1,5,2,5,5,1,2,3,36,
2,6,6,3,6,NA,5,2,3,6,4,5,6,4,5,4,5,4,5,2,6,3,5,5,2,1,3,19,
4,3,1,6,3,3,4,2,2,2,6,5,3,1,6,1,2,4,2,1,6,1,6,5,1,1,4,37,
2,1,1,2,4,2,2,4,3,5,6,6,1,1,2,4,4,3,4,4,2,5,1,4,4,1,3,23,
1,6,6,6,6,4,3,4,2,4,1,5,4,3,5,1,2,3,4,1,4,1,4,4,3,2,3,22,
2,4,4,5,5,6,4,4,2,3,4,3,4,5,4,2,3,4,3,3,4,2,3,4,3,2,4,33,
1,5,5,6,5,6,6,5,1,2,2,4,5,5,5,1,2,3,2,2,4,1,6,6,1,2,3,20,
5,4,4,5,4,6,6,6,1,1,2,2,4,5,6,5,5,5,4,5,6,1,5,5,1,1,2,43,
1,6,5,6,5,5,4,4,2,4,5,3,4,5,5,3,3,2,2,3,5,3,5,5,2,2,3,21,
5,6,5,6,6,5,6,5,1,1,1,1,6,6,6,4,4,1,1,1,5,1,5,4,1,2,3,34,
3,4,4,5,5,6,4,5,1,3,1,3,3,6,5,3,4,4,5,5,5,3,2,6,1,1,3,25,
4,4,4,4,3,5,4,4,2,4,3,1,4,5,4,3,4,2,4,1,5,4,5,6,1,1,3,30,
3,5,5,5,5,5,1,5,2,4,3,3,2,4,6,2,2,4,2,1,5,3,5,6,2,2,4,57,
3,4,3,6,6,5,4,3,4,3,3,3,4,6,4,NA,3,2,1,3,5,6,4,NA,4,2,3,25,
1,6,6,6,6,3,3,2,2,1,2,4,4,5,5,1,5,1,4,2,4,2,3,4,3,2,3,24,
2,4,5,2,6,5,5,5,2,4,2,2,6,6,5,2,2,2,2,1,6,1,6,6,1,1,3,23,
4,6,6,6,6,6,5,2,1,4,4,1,6,6,4,1,1,1,2,1,5,5,4,6,4,1,2,31,
2,5,5,6,5,5,5,5,1,2,2,2,5,5,1,2,2,2,1,1,6,2,5,4,1,1,4,50,
3,3,3,5,5,5,5,5,2,3,5,2,3,5,4,3,5,2,4,4,4,2,4,6,2,1,1,18,
3,4,5,6,4,3,1,3,4,5,2,4,4,6,5,3,4,2,1,3,4,6,3,6,3,1,3,23,
2,3,3,5,5,4,2,4,2,3,4,5,4,3,2,5,4,3,2,4,4,2,4,6,3,2,3,27,
2,5,5,6,5,5,5,5,1,2,4,2,5,6,5,1,1,1,1,1,6,4,4,4,2,1,3,21,
2,2,5,3,4,5,5,4,2,4,5,2,2,5,3,3,2,3,3,2,4,5,4,5,4,2,3,21,
3,6,5,6,5,5,6,5,2,2,2,4,5,4,6,2,2,3,1,2,6,1,5,4,3,2,NA,14,
4,3,4,3,1,4,1,5,5,5,2,5,5,3,5,1,2,4,3,5,5,6,1,6,3,1,1,30,
4,5,4,6,5,6,6,4,1,3,2,4,4,5,6,3,2,5,3,3,5,2,5,5,3,2,3,37,
3,4,5,4,5,3,3,2,5,5,2,4,5,6,5,3,4,4,2,2,4,6,4,2,3,2,NA,16,
2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,6,6,6,6,6,6,5,4,6,4,1,3,19,
2,3,4,6,4,3,4,3,3,2,3,4,2,3,4,2,3,2,1,2,4,1,2,5,3,2,3,26,
1,6,5,NA,4,5,6,4,4,2,1,4,4,5,3,6,6,6,6,5,3,4,5,6,3,2,3,49,
2,4,3,3,5,4,2,4,4,4,2,2,3,4,3,4,5,2,3,3,4,3,4,5,4,1,5,25,
1,2,6,4,6,2,6,1,5,6,1,2,5,6,4,6,5,5,6,5,6,1,6,6,1,2,2,22,
5,5,5,3,5,4,4,5,4,4,5,4,2,3,5,3,4,4,4,5,5,5,4,2,4,2,3,19,
2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,4,3,2,3,5,3,5,5,1,2,3,19,
1,5,5,4,6,6,5,6,1,1,2,4,4,5,4,1,3,3,4,5,4,2,5,5,3,2,3,19,
3,5,4,5,6,5,NA,NA,4,5,2,1,5,6,4,1,1,5,4,1,6,1,5,6,4,1,1,16,
1,6,NA,6,5,4,5,6,4,1,4,5,3,6,4,1,4,1,1,4,3,5,4,2,3,2,4,49,
2,4,5,6,5,5,6,4,2,4,2,5,5,5,4,3,4,5,5,4,6,5,5,6,1,2,4,54,
1,6,4,4,4,4,4,5,2,2,1,2,5,5,5,3,NA,3,2,4,6,2,5,2,3,2,5,40,
3,4,5,4,6,3,4,4,4,4,4,4,NA,5,4,2,4,3,3,3,4,3,4,5,3,1,3,20,
3,5,5,5,5,5,5,4,2,2,2,2,4,6,5,2,2,2,2,2,4,2,5,4,3,1,3,20,
5,6,6,1,6,5,6,2,5,6,1,1,6,6,6,1,5,5,5,4,6,4,6,6,1,2,5,28,
4,6,5,2,5,6,5,6,2,5,3,4,6,4,6,6,6,6,6,5,6,4,6,6,1,2,4,35,
2,4,4,3,4,3,2,3,4,6,6,5,4,2,4,4,4,4,4,2,5,4,4,4,2,1,5,67,
1,6,6,6,4,6,4,6,1,1,1,1,4,5,6,2,3,3,2,2,5,1,4,6,5,2,3,26,
2,1,3,4,6,6,5,5,1,1,1,1,6,6,6,2,6,1,1,1,6,1,6,6,1,1,3,23,
1,6,5,6,4,5,2,4,1,4,4,4,4,5,4,1,1,1,4,5,4,4,4,5,2,1,1,43,
3,6,6,6,5,4,4,6,1,3,4,4,5,3,5,4,5,3,4,6,5,3,5,5,2,2,3,20,
NA,6,5,4,6,5,2,6,2,1,2,1,4,6,6,5,5,1,4,3,6,1,3,1,2,2,3,31,
1,5,5,5,5,5,4,5,4,4,1,1,4,6,NA,3,4,4,4,1,5,2,6,6,1,2,5,56,
3,5,5,6,4,5,5,5,2,2,2,2,4,5,5,2,2,1,2,2,5,2,5,6,2,1,3,20,
2,4,5,5,3,6,4,2,5,5,5,6,3,2,5,2,2,1,3,3,6,2,5,6,1,1,4,28,
3,5,4,6,5,5,5,6,1,1,6,6,2,2,4,4,4,2,4,4,5,1,5,6,2,1,4,28,
2,4,2,1,2,6,6,3,3,2,5,6,2,2,3,2,4,1,2,1,6,2,3,5,1,2,3,25,
2,4,2,1,3,6,6,3,2,2,4,5,4,2,4,1,4,2,1,1,6,2,4,5,1,2,3,25,
5,5,4,3,4,4,3,4,4,6,3,4,4,5,6,6,6,5,4,4,5,2,4,4,3,2,4,35,
1,5,5,5,4,4,4,5,3,5,6,6,2,4,3,2,5,5,5,5,5,2,4,5,2,2,NA,15,
3,4,3,5,5,5,5,4,4,5,4,2,4,4,3,4,4,4,3,4,3,2,5,5,3,1,3,56,
4,5,4,4,5,5,5,6,1,1,3,1,4,6,6,4,2,1,1,5,6,2,5,5,4,2,3,20,
1,6,5,6,6,6,6,6,1,1,5,4,3,5,5,5,3,2,4,4,5,2,4,5,5,2,3,39,
1,6,5,6,2,6,6,6,2,4,6,6,3,1,4,5,5,6,5,5,6,4,6,6,1,1,2,35,
2,6,6,4,6,5,6,4,2,4,5,2,6,6,6,1,2,2,4,1,5,2,6,6,2,2,3,22,
5,6,5,5,4,4,6,4,2,2,2,2,4,4,4,3,3,4,4,5,4,3,3,6,4,2,3,26,
3,5,5,4,5,4,2,4,3,4,1,4,4,4,5,1,4,1,1,1,6,3,5,6,3,2,1,31,
1,6,6,6,6,6,5,5,1,2,3,1,4,5,5,1,3,5,4,4,3,4,5,6,2,2,4,50,
2,5,4,6,5,1,5,5,1,2,3,1,5,2,2,1,1,1,1,1,2,1,5,4,1,1,NA,51,
5,2,3,2,2,6,6,6,1,1,3,4,4,2,6,1,1,1,2,1,5,1,6,5,1,1,4,23,
1,6,5,6,5,5,5,4,4,5,2,2,2,5,5,5,5,3,4,5,5,5,4,5,5,2,5,40,
1,6,6,6,6,6,2,2,5,6,1,2,5,6,4,2,2,1,1,4,5,6,3,5,1,2,2,44,
3,5,5,6,5,4,5,5,1,3,1,2,5,6,6,1,1,2,1,NA,6,2,6,6,2,1,3,19,
5,2,2,4,3,5,4,4,2,2,3,3,3,3,3,3,2,4,2,2,5,3,3,4,4,1,4,43,
4,5,5,1,6,4,2,3,3,2,4,4,4,6,5,1,4,1,1,1,4,2,4,5,2,2,3,20,
3,5,3,5,4,6,5,4,1,1,2,2,3,5,5,3,4,3,3,3,4,3,3,5,3,1,3,24,
1,6,6,6,6,6,5,6,1,2,4,4,4,6,4,1,1,1,1,1,4,3,5,6,1,1,4,55,
2,5,5,6,6,2,2,2,4,4,1,1,5,6,5,2,2,2,2,2,6,4,5,4,4,2,5,45,
1,6,5,6,6,3,4,2,3,5,1,1,6,6,6,2,2,3,3,3,5,2,5,4,2,2,5,25,
1,6,6,4,6,4,2,4,2,4,1,2,4,5,4,1,2,3,3,3,5,2,5,5,1,2,3,21,
5,5,5,6,6,6,6,6,1,1,6,4,4,4,2,1,1,1,1,2,6,2,3,5,2,2,2,38,
6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,2,2,1,3,4,2,2,6,2,2,NA,17,
1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,1,1,4,1,5,4,5,5,1,1,2,30,
2,4,5,3,3,4,5,4,3,6,3,5,4,5,4,1,2,3,2,3,5,6,3,NA,3,1,4,22,
1,6,6,6,6,5,5,6,2,1,1,2,5,6,4,2,1,2,4,3,5,1,5,5,5,2,3,27,
2,5,4,5,4,2,2,3,3,5,3,4,3,3,5,5,5,4,6,5,5,5,3,6,5,2,3,48,
2,6,6,6,6,6,5,6,2,5,1,1,6,5,6,5,4,5,5,1,5,1,6,6,1,1,NA,55,
1,6,6,6,5,6,5,5,2,4,2,5,4,5,5,2,5,2,3,2,4,1,6,6,2,2,3,21,
2,4,5,2,4,3,4,3,5,5,2,4,3,4,4,4,4,2,5,3,2,6,5,3,4,1,2,23,
5,3,4,2,4,2,2,4,4,5,2,3,3,4,2,2,3,2,3,3,5,5,2,3,2,2,3,20,
1,6,6,5,6,4,4,6,4,2,1,5,5,5,4,3,4,5,3,6,4,6,5,6,1,2,3,23,
1,5,5,6,4,6,5,3,2,3,3,3,6,4,4,3,2,6,4,2,4,2,5,5,3,2,4,24,
1,6,6,6,4,5,4,6,1,1,6,5,5,4,6,4,4,1,1,3,4,1,4,6,6,2,2,29,
1,4,3,5,3,5,6,5,4,5,2,4,2,2,6,5,5,5,6,6,6,5,5,6,5,2,5,30,
2,5,4,6,5,5,5,4,2,4,2,5,4,6,4,4,5,5,4,5,6,2,5,6,3,2,3,33,
1,5,6,6,6,5,3,4,2,5,2,4,6,4,NA,5,6,5,5,4,4,5,6,6,3,2,4,24,
4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3,2,5,26,
4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,2,2,3,2,2,5,1,5,6,2,1,4,41,
3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,3,4,4,4,4,4,2,4,6,4,1,1,19,
4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,6,6,5,5,5,6,2,1,6,3,2,1,20,
6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,6,4,4,2,2,4,1,5,6,5,2,5,44,
1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1,2,3,27,
3,5,5,6,NA,5,5,5,2,2,2,2,5,6,6,2,3,2,2,6,4,5,5,4,2,2,4,33,
1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,3,3,4,3,5,2,5,5,2,2,5,40,
6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,6,6,6,6,5,6,3,5,5,3,2,NA,17,
1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,4,4,4,5,4,2,4,6,2,2,3,20,
2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3,2,2,25,
4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,1,4,2,4,3,4,4,2,1,3,18,
1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,1,1,1,2,5,6,5,5,6,6,2,3,22,
2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,2,3,3,2,1,6,4,4,6,2,1,2,27,
5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,6,6,6,5,6,6,1,6,6,1,2,1,18,
1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,4,5,3,5,4,6,2,5,6,1,2,4,24,
4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,2,2,2,2,2,3,2,3,4,2,1,5,35,
1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1,1,5,40,
1,6,5,5,5,2,3,3,2,NA,5,3,5,3,5,1,1,2,4,2,5,1,4,5,2,2,4,29,
2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,4,4,4,4,5,5,3,6,6,2,2,4,24,
3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5,2,NA,14,
3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,3,4,3,4,5,5,4,1,4,5,2,4,54,
1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,3,4,2,6,4,5,2,2,6,3,2,4,29,
3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,5,5,4,3,3,6,1,3,6,1,1,3,26,
1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2,2,3,26,
2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,5,4,2,4,5,2,4,3,2,2,4,26,
2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,1,4,2,3,2,5,2,4,4,2,2,3,39,
3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,6,6,5,5,3,3,4,2,5,4,2,1,18,
5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,3,3,2,2,5,4,3,5,2,2,2,28,
3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,3,4,4,5,4,2,1,2,5,3,2,NA,16,
1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,4,6,2,1,4,4,3,6,4,1,5,27,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,23,
1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,4,5,4,2,4,6,1,5,5,1,2,3,32,
1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,1,2,2,2,6,1,6,6,1,1,5,56,
4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,3,3,5,2,5,6,2,5,6,3,2,3,19,
2,5,4,NA,5,5,3,5,3,5,6,6,2,1,5,2,2,4,4,2,5,3,4,6,3,2,4,26,
2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,4,5,5,6,6,5,6,4,6,5,2,4,41,
2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1,1,5,67,
4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,4,4,2,4,1,6,1,2,6,2,1,2,36,
1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,5,4,4,4,3,4,2,5,6,2,2,5,32,
3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,1,3,4,6,5,6,2,4,6,2,2,4,21,
2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,4,4,4,3,2,2,6,4,2,3,18,
2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,5,5,5,5,4,6,1,3,6,1,2,5,29,
2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,5,5,5,2,3,3,5,3,4,2,2,3,26,
2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,4,4,5,1,6,2,1,6,5,2,3,19,
1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,2,3,2,4,1,3,2,5,5,2,1,NA,16,
4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2,1,4,32,
1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,4,4,4,5,4,4,2,6,5,2,2,3,18,
2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,1,2,1,4,2,6,4,5,2,2,2,3,19,
3,2,2,6,5,5,2,6,1,1,5,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,63,
1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,1,2,2,2,1,6,1,6,5,2,2,5,27,
