word,length,M AROU,SD AROU,N AROU,M VAL,SD VAL,N VAL,M DOM,SD DOM,N DOM,M CNC,SD CNC,N CNC,M IMAG,SD IMAG,N IMAG,M FAM,SD FAM,N FAM,M AOA,SD AOA,N AOA,M SIZE,SD SIZE,N SIZE,M GEND,SD GEND,N GEND
clarinet,8,4.1429,2.6311,35,5.7647,1.0588,34,5.8065,1.2806,31,6.6765,0.7941,34,6.6667,0.6356,33,4.4688,1.8025,32,4.5588,1.0056,34,3.1714,1.2068,35,3.1515,1.3055,33
class,5,4.1212,2.1286,33,5.0938,1.3546,32,4.3939,1.6319,33,4.5143,1.5923,35,4.8857,1.3892,35,5.8966,1.1248,29,2.5143,0.8741,35,4.3529,1.713,34,3.7576,0.8176,33
class (school),5,3.5152,2.311,33,5.2121,1.4514,33,4,2.3225,33,5.2353,1.3732,34,5.6765,1.3222,34,6.3548,0.8632,31,2.4,0.8685,35,4.6061,1.2538,33,4.0294,0.9544,34
class (status),5,3.7667,2.1398,30,4.0968,1.7844,31,4.0313,2.0989,32,2.5152,1.6166,33,3.3548,1.733,31,5.4643,1.3224,28,5.3333,1.3181,33,4.8125,1.4671,32,4.0938,1.4866,32
classical,9,4.9375,1.8017,32,6.1143,1.2368,35,5,1.5763,33,3.1212,1.409,33,3.4242,1.652,33,5.4242,1.3933,33,5.1714,0.9706,35,4.9143,1.2955,35,3.5,1.118,34
classify,8,3.6875,2.0832,32,5.4,1.1006,35,5.125,1.7984,32,3.0303,1.2669,33,2.6667,1.2227,33,4.5625,1.5194,32,5.1471,1.2159,34,4.0303,1.5469,33,3.9375,1.0289,32
clause,6,3.1613,1.8156,31,4.5882,0.7323,34,4.5152,1.6899,33,3.75,1.6008,32,2.25,1.5,32,3.5,1.6683,30,6,1.0607,32,3.2581,1.015,31,4.4688,0.79,32
claw,4,4.7419,2.0155,31,4.125,1.2183,32,4.7419,1.8134,31,5.8966,1.2689,29,6.25,1.0897,32,5.4194,1.6019,31,3,1.0646,30,2.871,1.3135,31,4.2121,1.0374,33
claws,5,5.9677,1.5342,31,3.7273,1.4827,33,4.8387,2.0335,31,6.3214,0.8474,28,6.4615,0.6343,26,5.1154,1.368,26,3,1.0897,32,2.871,1.3617,31,3.7667,1.4067,30
claymore,8,4.4762,2.4999,21,4.0476,1.09,21,5.0435,1.628,23,5.3889,1.5684,18,4.6667,2.1676,21,2.0857,1.6626,35,6.1818,1.1535,22,4.35,1.3143,20,5.3333,1.2472,21
clean,5,5.25,2,32,7.1515,1.2582,33,6.0882,2.0632,34,4.6563,1.8305,32,5.2121,1.5717,33,6.4138,0.8102,29,2.3429,1.1939,35,4.2941,1.2255,34,2.4706,1.091,34
cleaner,7,4,2.136,32,5.0909,1.5048,33,4.8182,2.0219,33,5.7419,1.5651,31,5.8182,1.7487,33,5.8929,1.3716,28,3.3529,1.1345,34,3.6765,1.4291,34,2.9091,1.264,33
cleaner (maid),7,3.4706,1.9887,34,4.8529,1.0609,34,4.8529,2.0019,34,6.2941,0.787,34,6.3824,0.875,34,5.3529,1.4528,34,3.5152,1.0187,33,3.4412,1.2647,34,1.9706,1.0977,34
cleaner (more clean),7,4.9412,2.1955,34,7.0286,1.6473,35,5.3939,2.2689,33,3.8235,1.5043,34,4.0571,1.8661,35,5.625,1.4307,32,3.6176,1.3064,34,4.1212,1.5717,33,2.5882,0.691,34
clear,5,4.6452,1.876,31,6.2903,0.9569,31,6.25,1.8371,32,3.4412,1.7522,34,4.3438,1.8643,32,6.069,1.0482,29,3.0606,1.0993,33,3.8788,1.2494,33,3.5806,0.9763,31
clergy,6,2.8065,1.8036,31,4.7273,1.4621,33,3.9688,1.8112,32,5.5938,1.6557,32,5.4138,1.4743,29,3.5313,1.6199,32,5.9412,1.2589,34,4.1875,1.3793,32,5.2258,1.0067,31
clever,6,5.8125,1.4882,32,7.5882,1.0878,34,6.8235,1.7735,34,3.2857,1.4257,35,3.8857,1.7365,35,6.3871,0.7038,31,2.8235,1.1238,34,4.9394,0.9191,33,4,1.2127,34
click,5,4.0588,1.8462,34,5.0294,0.6636,34,6.0286,1.6298,35,5.3429,1.5846,35,5.2571,1.5183,35,6.2121,1.0078,33,3.5143,1.1306,35,2.3333,1.2949,33,4.1765,1.0137,34
client,6,4.0645,1.8128,31,5,1.1435,26,5.1379,1.9604,29,4.4375,1.3214,32,4.129,1.6012,31,4.5217,1.6116,23,5.3438,1.3372,32,3.9,1.193,30,3.9615,0.7586,26
cliff,5,4.8,2.3152,35,4.1212,1.4514,33,4.5294,1.6312,34,6.5455,0.8907,33,6.5152,0.8571,33,5.2059,1.8276,34,3.3429,1.1939,35,6,1.4142,34,4.5882,0.691,34
climate,7,4.8333,2.1461,30,5.3103,1.511,29,3.931,2.0667,29,3.9688,1.8622,32,3.5667,1.7452,30,5.5185,1.3157,27,5.1875,1.1575,32,5.5938,1.598,32,3.7826,0.5866,23
climax,6,7.6563,1.8975,32,7.2727,1.2619,33,6.5758,1.9853,33,3.6667,1.8368,33,3.8788,2.1286,33,5.5313,1.4997,32,5.6061,1.0427,33,5.7188,1.5458,32,3.3333,1.8695,33
climb,5,4.7143,2.1457,35,5.7647,1.0307,34,6.3143,1.5634,35,4.7714,1.7252,35,5.4118,1.1911,34,5.7097,1.3957,31,2.8,0.9502,35,4.5429,1.3168,35,4.6765,0.8984,34
climber,7,4.7273,2.4405,33,5.8125,0.9499,32,5.6061,1.7912,33,6,0.8165,33,5.3529,1.7301,34,4.8485,1.6166,33,3.9375,1.3214,32,4.2353,1.3517,34,5.3824,0.8049,34
cling,5,4.1875,1.8445,32,3.7333,1.5261,30,3.875,1.5155,32,3.871,1.4083,31,4.5,1.6394,32,4.8667,1.5217,30,4.3529,1.4324,34,3.2813,1.4194,32,3.3529,1.0539,34
clingy,6,4.125,2.2604,32,2.7429,1.0513,35,3.7647,2.2759,34,3.0588,1.3048,34,4.4,1.5892,35,4.875,1.7633,32,4.6176,1.138,34,3.7143,1.3432,35,2.6,1.0744,35
cloak,5,4.1818,2.2355,33,5.3714,1.3112,35,5.625,1.4524,32,6.5455,0.8907,33,6.5152,0.8571,33,5.0968,2.0846,31,3.9143,1.4808,35,3.4857,1.4217,35,4.6667,1.2472,36
clock,5,4.0333,1.9232,30,5.4516,1.0728,31,4.0667,2.1899,30,6.4667,1.0873,30,6.4286,1.0152,28,6.4074,1.0277,27,2.3793,0.8057,29,2.8125,1.2103,32,4.0833,0.7022,24
clone,5,5.0667,2.032,30,4.125,1.1388,32,3.4138,1.4507,29,4.1935,1.5329,31,4.125,2.0117,32,4.3448,1.5817,29,5.0645,1.1896,31,4.375,1.111,32,4.3548,0.7849,31
close,5,4.1333,1.7075,30,4.7,1.5737,30,4.5806,1.5816,31,3.5161,1.7014,31,3.9677,1.6161,31,6.5417,0.6442,24,2.6774,1.1184,31,3.2258,1.1835,31,3.9565,0.6902,23
close (near),5,4.6452,2.2223,31,6.3438,1.3604,32,5.0645,1.4797,31,3.75,1.5207,32,3.7273,1.7799,33,6.4138,0.8912,29,2.4242,1.0159,33,2.8485,1.1043,33,3.6875,0.8455,32
close (stairwell),5,3.3939,1.8247,33,4.875,0.4841,32,4.8125,1.3332,32,5.9688,1.2115,32,5.8485,1.3285,33,4.0333,1.9746,30,4.8125,1.5091,32,3.5333,1.384,30,4.0938,0.9798,32
closure,7,4.2424,1.9232,33,6,1.7889,35,5.3667,2.3019,30,2.7714,1.6228,35,3.0294,1.6713,34,4.75,1.5411,32,5.6176,1.138,34,4.5,1.3558,34,3.5484,1.1313,31
cloth,5,3.5625,1.8361,32,5.4839,0.9113,31,4.9677,0.8224,31,6.3871,1.0373,31,6.4828,0.725,29,6.1034,1.3221,29,2.7188,1.0964,32,2.875,1.293,32,3.5,0.7906,32
clothes,7,5.2059,2.2332,34,5.875,0.9601,32,5.5455,1.5588,33,6.3438,1.2147,32,6.5758,0.6976,33,6.5,0.75,32,2.0286,1.0819,35,3.2424,1.4361,33,2.5,1.25,32
clothing,8,5.0645,2.1089,31,6.0588,1.3271,34,5.9091,1.6023,33,6.2424,0.7398,33,6.5455,0.6556,33,6.5625,0.7043,32,2.7059,0.787,34,3.4412,1.2173,34,2.6061,1.0993,33
cloud,5,3.871,1.8446,31,5.5313,1.6199,32,4.5484,1.7008,31,5.5333,1.335,30,6.5,0.7319,28,6.4783,0.5801,23,2.1,0.9074,30,5.1935,1.3541,31,3.36,0.9749,25
cloud (sky),5,4.8529,2.1162,34,6.0909,1.5248,33,5.0606,1.6686,33,6.0571,1.4725,35,6.4286,0.9346,35,6.6129,0.7038,31,2.0588,1.0831,34,5.3143,1.6173,35,3.6563,0.8877,32
cloud (spoil),5,3,1.6202,32,3.0968,1.2009,31,3.7813,1.3632,32,3.6452,1.6174,31,4.0625,1.7309,32,3.6667,2.0385,30,5.5625,1.4348,32,3.8788,1.1999,33,4.0667,0.9638,30
cloudy,6,3.8788,2.3062,33,4.0286,1.2758,35,4.0938,1.7741,32,5.0857,1.6278,35,6.4118,1.0035,34,6.1667,0.969,30,2.2941,1.0155,34,5.2286,1.0166,35,4.0606,0.7761,33
clove,5,3.8125,2.113,32,5.1613,1.0502,31,4.875,0.9601,32,5.9429,1.1697,35,5.625,1.4948,32,4.6774,1.5322,31,4.8485,1.2582,33,2.2571,1.25,35,3.8387,0.6272,31
clover,6,4.1818,2.1385,33,6.3529,1.4324,34,5.4571,1.6621,35,5.7059,1.3833,34,6.4706,0.696,34,4.7,1.7349,30,3.6667,1.3633,33,2.4118,1.5552,34,3.4848,1.1838,33
clown,5,4.4,2.4482,65,4.25,1.6771,64,4.7538,1.5495,65,6.322,0.9645,59,6.7627,0.6467,59,4.8163,1.7104,49,2.4462,0.8776,65,3.625,1.4524,64,5.4091,0.9371,66
club,4,5.9091,2.1229,33,6.1818,1.4864,33,5.3143,1.8939,35,5.8529,1.3533,34,5.9091,1.1899,33,6.2353,1.1391,34,3.8571,1.334,35,4.3529,1.5508,34,4.5625,0.9662,32
club (card suit),4,3.3438,2.0095,32,5.5152,1.0765,33,5.303,1.2428,33,5.5161,1.7014,31,5.7353,1.8361,34,4.5667,1.7829,30,3.8182,1.3586,33,2.875,1.4307,32,5.25,0.9682,32
club (disco),4,5.9697,2.181,33,6.5294,1.6492,34,5.5588,1.6661,34,6.303,0.8343,33,6.3824,0.7282,34,6.3125,1.1302,32,5,1.2553,33,4.4063,1.2713,32,3.6667,1.4284,33
club (hit),4,4.8387,2.2302,31,3.2121,1.5523,33,4.9286,2.2349,28,5.5806,1.3143,31,5.5484,1.5206,31,4.5333,1.8391,30,4.6,1.6852,30,4.5333,1.4079,30,5.4063,1.0565,32
club (organisation),4,4.8,1.9683,35,6.1143,1.1407,35,5.1765,1.74,34,5.5429,1.3168,35,5.4412,0.9137,34,6.2188,0.8564,32,3.2286,1.1486,35,4.8824,1.5485,34,4.2353,1.0588,34
club (tool),4,3.7647,2.2888,34,3.697,1.1674,33,5.375,1.7633,32,6.4688,0.9995,32,6.2727,1.2129,33,4.5625,2.1497,32,4.2,1.3049,35,3.6176,1.6272,34,5.8065,0.9305,31
clue,4,5.4333,2.0926,30,6.0938,1.1821,32,5.1563,2.1082,32,3.3939,1.6867,33,3.3125,1.7219,32,5.8667,1.335,30,2.9412,1.0831,34,3.3793,1.7103,29,3.9394,1.0993,33
clueless,8,3.3636,1.904,33,3.3235,0.9305,34,3.5758,1.6702,33,2.2941,1.1765,34,2.4412,1.4182,34,5.4118,1.4576,34,4.4706,1.0357,34,3.6765,1.4697,34,3.4242,1.0453,33
clumsy,6,4.2647,1.8678,34,3.6286,1.0166,35,4.303,2.096,33,2.9429,1.2636,35,4.6286,1.8219,35,5.6,1.4742,30,3.4412,0.9759,34,4.1176,1.3232,34,3.7941,1.051,34
cluster,7,4.3438,1.9139,32,5.0588,0.639,34,4.6452,1.123,31,4.5882,1.2155,34,4.5882,1.5169,34,4.4375,1.619,32,5.0588,1.5893,34,3.7941,1.4507,34,3.9355,0.7593,31
clutch,6,4.3824,2.0294,34,4.5714,1.2936,35,5.2941,1.9025,34,5.4412,1.6484,34,5.2424,1.6336,33,4.5455,1.5194,33,5.0286,1.2532,35,3.375,1.4087,32,3.6765,1.4496,34
clutch (bag),6,3.9394,1.7912,33,5.4706,1.2888,34,5.0909,1.4005,33,6.5143,0.8408,35,6.3824,0.8407,34,4.8485,2.0907,33,5.6571,1.3927,35,2.6571,1.2176,35,1.6061,0.8856,33
clutch (car),6,3.5455,1.7424,33,4.8788,0.769,33,5.8438,1.7159,32,6.4,0.8685,35,6.0286,1.3199,35,5.6176,1.5907,34,5.8,1.4102,35,2.7143,1.1357,35,5.5143,1.2506,35
clutch (grab),6,5.4706,1.9887,34,4.2571,1.2726,35,4.9143,2.4068,35,4.5143,1.6278,35,4.8571,1.5146,35,4.4706,1.5762,34,4.8,1.3266,35,3.7143,1.2999,35,3.6176,1.3936,34
clutter,7,3.5152,2.0907,33,3.0606,1.0993,33,4.0938,1.5684,32,4.697,1.642,33,5.6667,0.9428,33,5.5313,1.5808,32,4.4242,1.256,33,3.7419,1.6842,31,3.7188,1.3517,32
coach,5,3.9412,1.9991,34,5.6,1.2,35,5.7714,1.8683,35,5.9697,1.1142,33,5.8,1.369,35,5.0323,1.5757,31,3.6571,0.8926,35,4.4,1.4967,35,5.2727,1.1355,33
coach (bus),5,3.0303,1.6964,33,5.2857,1.3432,35,4.1563,1.3944,32,6.7188,0.572,32,6.4242,1.0453,33,5.2414,1.7744,29,3.7429,1.537,35,4.697,1.6603,33,5.0882,1.0108,34
coach (trainer),5,4.9063,1.6462,32,5.9677,1.3071,31,4.6875,2.1278,32,5.7667,1.0858,30,5.697,0.9995,33,5.4063,1.4331,32,4.3143,1.3684,35,4.2121,1.5717,33,5.2353,1.1646,34
coarse,6,3.625,2.1615,32,3.9118,1.1211,34,4.75,1.9843,32,4.0323,1.3556,31,3.8485,1.8278,33,4.1515,1.9403,33,4.697,1.2182,33,3.2188,1.2179,32,5.2424,1.1018,33
coast,5,5.2154,2.0493,65,6.2698,1.2371,63,5.375,1.6154,64,5.9333,0.9638,60,6.2576,0.9424,66,5.6667,1.4371,51,3.7761,1.3363,67,5.8154,1.3231,65,3.7419,1.015,62
coast (beach),5,5.7188,2.5154,32,7.2813,1.4194,32,5.375,1.9162,32,6.5152,0.821,33,6.8065,0.4697,31,6.1333,1.1757,30,3.6061,1.1531,33,5.6667,1.5505,33,3.0313,0.918,32
coast (glide),5,4.3871,1.5999,31,5.7419,1.1062,31,5.2581,1.3905,31,3.9688,1.5509,32,4.5938,1.7113,32,4.2258,1.8265,31,5.4063,1.0265,32,4.4839,1.2919,31,3.7419,0.9827,31
coaster,7,3.2424,1.9853,33,5.2813,1.4194,32,4.6,1.3317,30,5.6765,1.4496,34,5.8485,1.3953,33,4.2424,1.7758,33,4,1.372,34,3.0303,1.487,33,3.7097,0.8498,31
coat,4,3.8065,1.839,31,5.75,1.199,32,5.8438,1.5229,32,6.5862,1.1895,29,6.8077,0.556,26,6.6667,0.6667,27,2,0.7785,33,3.2258,1.1559,31,3.625,1.317,32
coat (cover),4,3.9063,1.6837,32,5.2188,0.7388,32,5.6875,1.1302,32,5.2941,1.6544,34,5.6286,1.6918,35,5.9688,1.2621,32,3.2286,1.5508,35,3.1212,1.3202,33,3.9394,1.3693,33
coat (jacket),4,3.5161,1.8815,31,5.7353,1.1196,34,5.6563,1.6884,32,6.6176,0.7282,34,6.7576,0.5521,33,6.6786,0.6008,28,2.4412,0.8809,34,3.7941,1.641,34,4.2059,1.4096,34
cobble,6,3.2121,1.7539,33,4.8529,0.7329,34,4.8529,1.0882,34,5.4118,1.4776,34,5.2647,1.5206,34,4.2353,1.8796,34,4.3333,1.3181,33,2.5455,1.1306,33,4.3333,0.7247,33
cock,4,6.5781,2.2066,64,5.0469,1.7538,64,5.9839,1.8794,62,6.254,1.0833,63,6.2787,1.0579,61,5.7091,1.231,55,5.2273,1.6496,66,3.8333,1.4728,66,6.381,0.8624,63
cock (bird),4,3.6667,2.1556,33,5.3429,1.0675,35,5.3333,1.4907,33,6.3824,0.875,34,6.2258,0.9742,31,3.0882,1.6868,34,4.5714,1.6782,35,3,1.2649,35,5.5588,1.3973,34
cock (dick),4,6.0588,2.182,34,5.0606,1.9218,33,5.6364,1.6109,33,6.1143,1.6173,35,6.1818,1.4025,33,5.5152,1.5594,33,6.2857,0.8476,35,4,1.3522,35,6.9091,0.2875,33
cock (tilt),4,4.2059,1.9521,34,4.5429,1.2034,35,5.2857,1.8604,35,3.9412,1.5519,34,4.0286,1.7152,35,3.5313,1.658,32,5.4706,1.3982,34,3.0286,0.9706,35,5.2941,1.044,34
cockerel,8,4,2.2949,30,4.9286,1.2227,28,5.7931,1.5398,29,6.5385,0.9295,26,6.5556,0.6849,27,3.6897,2.0189,29,3.9,1.6197,30,3.0645,1.4127,31,5.75,1.1534,28
cockney,7,4.1034,2.0059,29,4.9677,1.2568,31,5.0645,0.8775,31,4.1563,1.9221,32,4.0938,1.8934,32,4.3103,1.8956,29,5.6563,1.4707,32,3.4,1.3064,30,5.3125,1.044,32
cockroach,9,5.1613,2.6039,31,2.3125,1.1302,32,4.1613,1.7978,31,6.6923,0.5385,26,6.32,1.0477,25,4.2143,2.1105,28,4.3226,1.0892,31,1.9394,1.4962,33,5.0741,0.9399,27
cocktail,8,7.1563,1.1486,32,6.6471,1.1345,34,5.5714,1.6951,35,6.3226,0.9293,31,6.4333,0.8439,30,6.0938,1.2083,32,6.2059,0.7585,34,2.9394,1.3013,33,2.4706,1.1437,34
cod,3,2.8788,1.8217,33,4.9355,1.0757,31,4.875,1.5155,32,6.4667,1.0562,30,5.7419,1.6058,31,5.1563,1.7873,32,3.8857,1.3684,35,2.3548,1.3807,31,4.7647,1.2141,34
code,4,4.0323,2.3346,31,5,0.9504,31,5.1613,1.547,31,4.8182,1.6228,33,4.4194,1.6219,31,5.0333,1.402,30,3.7742,1.0067,31,3.4848,1.4168,33,4.6875,0.8077,32
coerce,6,5.2333,1.8741,30,3.2143,1.3458,28,3.9286,2.4043,28,3.5333,1.4772,30,3.6333,1.7221,30,4.6774,1.8559,31,6.4667,0.8055,30,4.5,1.3496,28,4.4643,1.2387,28
coffee,6,5.4857,2.0476,35,5.8824,1.3452,34,5.8235,1.6174,34,6.303,1.0294,33,6.7188,0.7998,32,6.5357,0.8653,28,3.5882,1.0878,34,2.8235,1.2478,34,3.7059,1.2255,34
coffin,6,4.0606,2.5577,33,2.0294,1.2001,34,3.2121,1.9189,33,6.8333,0.5217,30,6.4545,1.0471,33,5.1667,1.6948,30,3.7429,1.1549,35,4.4848,1.5977,33,4.3939,0.6937,33
coin,4,4.3939,2.0441,33,5.9697,1.0584,33,5.3125,1.8781,32,6.5455,0.9241,33,6.7097,0.5201,31,6.76,0.8139,25,2.1765,0.8214,34,2.0625,1.4777,32,4.4118,1.263,34
coke,4,4.1212,2.0114,33,5.2188,1.8326,32,4.9394,1.7397,33,6.2353,1.0588,34,6.375,0.927,32,6.2581,1.2173,31,3.2647,1.0657,34,2.6563,1.3372,32,4.4118,1.1145,34
coke (coal),4,3.3929,2.2255,28,4.8387,1.2725,31,5.2903,1.4186,31,5.6774,1.423,31,4.875,1.8998,32,2.7879,2.0561,33,5.7879,1.5523,33,3.2903,1.7633,31,5.0323,0.9995,31
coke (cocaine),4,4.697,2.393,33,2.9412,1.8462,34,4.0606,2.0735,33,6.375,1.0533,32,6.0882,1.3798,34,5.0938,1.6651,32,6.1471,1.0328,34,3.9706,1.9776,34,4.7353,1.1455,34
coke (cola),4,5.1143,2.3024,35,5.3548,2.0407,31,5.1875,1.8781,32,6.7333,0.5121,30,6.7742,0.9055,31,6.5484,0.8362,31,2.8529,0.9118,34,2.9118,1.5599,34,4.3429,1.1939,35
cola,4,4.4063,2.1339,32,5.4286,1.6263,35,5.1212,1.4721,33,6.303,1.0294,33,6.2647,1.009,34,6.0323,1.4698,31,3.1714,1.4038,35,3,1.4771,33,4.1471,0.772,34
cold,4,4.0857,2.2216,35,3.2571,1.1044,35,3.5882,1.7509,34,4.9412,1.7647,34,5.3529,1.3478,34,6.4375,0.8638,32,1.8286,0.7741,35,4,1.3522,35,4.6,0.932,35
cold (illness),4,2.7353,1.6857,34,2.3714,0.8972,35,2.7714,1.4945,35,5.2857,1.3432,35,5.0571,1.4131,35,6.303,1.2182,33,2.3235,0.9616,34,3.5882,1.331,34,3.9697,1.0294,33
cold (temperature),4,4.8182,2.4674,33,3.3333,1.4702,33,4.4688,2.0914,32,4.4242,1.6336,33,4.2424,2.0305,33,6.6875,0.768,32,1.9091,1.1899,33,4.0606,1.7742,33,4.5484,1.0109,31
collage,7,4,1.7728,35,5.7647,1.0017,34,5.1143,1.2368,35,5.2571,1.7295,35,5.6286,1.0713,35,4.3824,1.9405,34,4.8,1.489,35,4.1714,1.4636,35,3.1176,1.0783,34
collar,6,3.4483,1.8678,29,4.9667,0.9826,30,4.7083,1.6452,24,6.4074,0.8282,27,6.0714,1.2227,28,5.3846,1.3609,26,3.4333,1.116,30,2.7419,1.2943,31,5.3077,1.0292,26
collate,7,3.5938,1.6175,32,5.2188,0.5987,32,5.2759,1.5062,29,2.9063,1.5281,32,2.6667,1.422,30,3.4545,2.0611,33,6.5455,0.8907,33,4.3,1.2949,30,4.0303,1.0584,33
collect,7,4.2727,1.6564,33,5.5625,1.0588,32,5.5484,1.6625,31,4.2333,1.3337,30,3.6774,1.4677,31,5.75,1.122,28,3.5294,1.091,34,4,1.164,31,4,0.7184,31
college,7,5.0303,1.6603,33,5.9706,1.6176,34,5.1212,2.0265,33,6.1471,1.0882,34,6.1515,1.2821,33,6.1613,1.3222,31,4.6857,1.1655,35,5.303,1.4246,33,4.1765,0.7464,34
colonel,7,3.9118,2.2145,34,5.3636,1.4527,33,5.4242,2.6289,33,5.7576,1.3034,33,5.4375,1.619,32,3.8438,1.986,32,4.9394,1.347,33,4.9688,1.3106,32,6.4286,0.7284,35
colony,6,4.0625,1.999,32,4.9375,1.4128,32,5.303,1.8827,33,4.9688,1.4249,32,4.6364,1.5728,33,4.2903,1.7633,31,5.1818,1.3586,33,5.5,1.4361,32,5.1935,1.0601,31
colour,6,6.3636,1.982,33,6.697,1.4246,33,6.0294,1.8706,34,5.1515,1.9403,33,6.3333,1.1976,33,6.7586,0.5021,29,1.5625,0.6092,32,4.3333,1.6817,33,2.9063,0.9798,32
column,6,3.1875,1.8103,32,5.2941,1.0155,34,5.6774,1.6341,31,5.8235,1.2712,34,5.5938,1.5584,32,4.5938,1.6744,32,4.1765,1.1998,34,4.303,1.5856,33,4.4516,0.8362,31
comb,4,3.25,1.9365,32,5.2667,0.5735,30,5.5484,1.187,31,6.6774,0.6419,31,6.6333,0.836,30,5.8148,1.2483,27,2.7879,1.1216,33,2.0323,0.9667,31,3.5806,1.5403,31
combat,6,5.4375,1.9516,32,3.3333,1.6268,33,5.5313,2.1792,32,4.7879,1.5908,33,4.4286,1.8406,35,4.4444,1.5235,27,5,1.2367,34,5.303,1.0294,33,5.9677,1.0621,31
combatant,9,5.2593,2.2541,27,3.8148,1.3344,27,5.7097,2.3988,31,4.7143,1.6873,28,4.6667,1.7213,27,3.2121,1.9811,33,6.3333,0.7888,30,4.8519,1.4833,27,5.6452,0.8998,31
combustion,10,5.9714,1.6985,35,4.5882,1.4776,34,4.7576,2.0454,33,4.8286,1.5397,35,4.5882,1.5926,34,4.3824,1.8473,34,5.7941,1.1056,34,4.8857,1.1655,35,4.8788,1.0662,33
comedian,8,6.4545,1.5588,33,7.1563,1.6976,32,5.7576,1.4149,33,5.8438,1.2774,32,5.6061,1.347,33,5.9643,1.0516,28,4.4118,1.1911,34,3.9412,1.3271,34,5.1212,1.0943,33
comedy,6,7.0357,1.4011,28,7.3871,1.0679,31,5.6,1.5832,30,3.3871,1.6978,31,3.6774,1.4895,31,6.0909,0.7329,22,4.1935,1.0292,31,5,1.164,31,4.8276,0.746,29
comet,5,6.4571,2.4996,35,6.2353,1.5541,34,4.7353,2.187,34,6.0294,1.317,34,6.1212,1.2249,33,4.625,1.7984,32,4.1765,1.3166,34,5.8788,1.7366,33,4.2941,1.0718,34
comfort,7,4.3,2.2825,30,7.5625,1.1709,32,5.1176,2.0971,34,3.1143,1.4496,35,4.2059,1.5103,34,5.7931,1.1259,29,3.4571,1.1044,35,4.3125,1.4882,32,2.7273,1.0808,33
comfortable,11,4.6176,2.2754,34,7.5714,1.202,35,6.0313,2.3114,32,2.9118,1.4626,34,4.0882,1.7213,34,6.2069,1.2143,29,3.6286,1.1973,35,4.3939,1.4962,33,3,0.9258,35
comma,5,3.2667,2.032,30,5.0714,1.4375,28,4.6875,1.6852,32,4.8,1.7205,30,5.7586,1.6115,29,5.5926,1.5217,27,3.9677,1.0621,31,2.1667,1.7528,30,3.88,0.7111,25
command,7,5.6129,1.9457,31,4.1875,1.57,32,6.0625,2.8933,32,2.9091,1.422,33,3.4839,1.4999,31,5.0714,1.4621,28,4.0625,1.2975,32,5.1,1.5567,30,5.5,1.3601,30
commander,9,5.0882,2.254,34,5.1714,1.6473,35,5.5,2.8825,34,5.2647,1.3786,34,5.5313,1.4997,32,4.3125,1.7219,32,5.2571,1.2034,35,5.3429,1.372,35,5.7941,1.1056,34
commanding,10,6.1563,2.0017,32,5.3235,1.9208,34,6.3333,2.7266,33,3.2813,1.4412,32,3.5313,1.7675,32,5.2,1.5362,30,4.8182,1.2421,33,5.2727,1.0231,33,5.7576,1.0159,33
comment,7,3.8387,2.096,31,5.2188,1.1655,32,5.9355,1.5849,31,3.9697,1.6964,33,3.3529,1.7968,34,5.9333,0.9286,30,4.1818,1.2421,33,3.3548,1.2061,31,3.8438,0.87,32
committee,9,3.75,1.8708,32,5.5161,1.1323,31,4.6563,2.0556,32,4.7097,1.5697,31,4.4063,1.3195,32,5.24,1.5305,25,5.303,1.1674,33,5.0625,0.8992,32,3.9286,0.9231,28
common,6,3.0667,1.5041,30,4.3125,1.044,32,4.3333,1.2202,30,3.1875,1.2609,32,3.125,1.4737,32,6.4138,0.8912,29,3.8387,1.3701,31,4.1935,1.4902,31,4.1563,0.7119,32
communication,13,5.2,1.9683,35,7.4,1.0198,35,6.0286,1.6473,35,3.8235,1.5991,34,4.2,1.8016,35,6.1212,0.9772,33,4.4571,1.3168,35,5.4848,1.2582,33,3.4706,1.2657,34
compare,7,3.7742,1.6793,31,5.6129,1.155,31,5.5,1.2247,32,3.2258,1.4527,31,3.0294,1.4849,34,5.8667,0.9911,30,4.1471,1.0328,34,3.9688,0.918,32,3.4375,0.8992,32
comparison,10,4.3824,1.7323,34,4.9697,0.9369,33,5.5313,1.6199,32,2.8065,1.5538,31,3,1.7056,33,5.88,1.1771,25,5.1515,1.2339,33,4.4545,1.2332,33,4.1714,0.9706,35
compass,7,3.6471,1.8924,34,5.5588,0.8468,34,5.4412,2.117,34,6.4118,1.0605,34,6.3235,1.3874,34,4.8276,1.3913,29,4.5,1.2891,34,2.6364,1.2984,33,4.9706,1.0428,34
compete,7,5.8485,2.311,33,6.0882,1.3798,34,6.2121,2.1848,33,3.0588,1.4741,34,4.0882,1.5599,34,5.5,1.1475,30,4.1471,0.9741,34,5.2188,0.9596,32,5.2857,1.3432,35
competence,10,5.3871,2.1202,31,6.8065,0.9974,31,6.8438,1.7159,32,2.9697,1.5272,33,2.4706,1.719,34,4.7879,1.719,33,6.0882,1.0674,34,5.1613,0.9192,31,4,1.2111,30
competent,9,5.1563,1.4385,32,6.7188,1.5858,32,7,1.6697,33,3.4848,1.6719,33,2.875,1.317,32,5.1176,1.2311,34,5.4545,1.3504,33,4.6452,1.4491,31,4.4516,0.9449,31
