"","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23"
"1407",4,2,4,3,4,4,3,4,4,2,4,2,4,4,2,3,4,3,3,2,3,2,2
"1408",3,3,4,2,4,4,4,4,3,4,4,3,4,3,4,3,4,4,5,2,3,3,4
"1409",4,5,4,4,4,4,4,4,3,2,4,2,3,3,4,3,4,3,2,3,4,2,2
"1410",4,3,3,4,4,2,3,1,5,4,3,3,3,3,3,3,3,4,4,4,3,3,3
"1411",4,5,4,4,4,5,4,4,2,4,4,4,4,5,4,3,4,5,2,2,4,2,4
"1412",4,5,2,2,2,2,2,4,2,4,4,4,4,3,4,4,4,4,4,4,3,4,2
"1413",5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2
"1414",5,4,2,4,2,3,3,4,4,4,4,3,4,4,2,4,4,4,2,4,3,4,2
"1415",4,4,2,4,4,5,4,4,2,5,5,4,5,5,4,4,4,5,2,4,4,2,5
"1416",4,5,4,1,3,4,2,4,2,4,4,2,3,2,3,3,4,3,4,2,2,4,2
"1417",4,5,2,4,4,4,4,5,2,4,5,4,5,4,4,4,5,4,4,3,4,2,2
"1418",3,4,3,3,2,5,4,4,4,3,4,3,4,3,4,2,5,5,3,3,2,3,3
"1419",3,3,2,4,3,4,4,4,3,5,4,4,4,4,3,3,4,4,4,4,4,3,2
"1420",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4
"1421",3,5,5,3,3,3,3,4,4,4,3,2,3,3,2,3,3,3,4,3,3,2,3
"1422",4,4,2,3,4,4,3,4,3,4,4,3,4,3,3,3,3,4,3,3,4,3,2
"1423",4,5,2,4,4,4,4,4,2,4,4,5,5,5,4,4,4,5,3,4,4,2,2
"1424",2,5,4,2,3,2,3,4,4,3,4,2,3,3,3,2,4,2,5,1,2,2,2
"1425",5,4,4,4,3,5,3,2,1,5,4,3,4,4,3,3,2,4,3,1,2,4,2
"1426",2,5,3,2,2,2,2,3,4,2,3,2,2,1,2,2,3,2,5,1,2,3,3
"1427",4,5,4,3,3,2,3,3,5,4,3,2,2,2,1,2,4,2,4,1,2,4,2
"1428",2,5,4,1,2,4,4,2,5,3,4,2,4,3,3,2,4,3,5,1,3,5,1
"1429",4,5,4,4,2,3,3,4,2,3,4,3,4,3,4,3,4,3,4,4,4,2,4
"1430",4,4,3,3,3,3,3,4,2,5,4,3,4,4,3,3,3,3,3,3,3,4,1
"1431",2,4,3,1,2,5,2,4,5,2,4,2,2,4,4,2,3,3,5,2,2,3,2
"1432",4,2,5,2,2,5,4,4,3,4,4,4,5,4,5,2,3,4,5,1,5,3,2
"1433",1,5,3,3,2,3,2,4,5,4,3,3,4,2,1,2,4,3,4,4,3,3,2
"1434",2,5,4,4,2,3,4,2,3,4,4,3,4,3,4,2,3,4,4,4,2,2,1
"1435",4,5,3,2,3,4,3,4,5,5,4,3,4,3,4,4,4,3,3,3,4,2,2
"1436",4,5,2,2,3,4,4,5,2,4,5,2,3,2,4,3,4,4,2,1,3,2,2
"1437",4,5,2,4,3,5,5,4,1,5,4,3,4,2,3,4,4,4,3,3,4,3,2
"1438",3,5,5,2,4,4,4,4,3,3,3,2,4,2,2,2,2,2,2,2,2,3,3
"1439",4,5,2,4,4,5,5,4,3,4,5,4,5,5,4,5,5,5,1,4,4,3,1
"1440",3,4,4,2,3,3,3,4,3,2,4,2,3,3,4,2,3,4,4,2,2,4,2
"1441",4,5,5,3,3,5,3,4,2,4,4,3,4,3,4,3,4,4,3,2,1,3,1
"1442",4,5,2,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,2,2,2,2
"1443",5,5,2,3,3,3,2,5,5,4,4,3,3,3,3,4,5,3,4,3,2,3,3
"1444",5,4,5,4,5,5,4,5,2,5,5,4,5,5,5,4,5,5,1,3,4,5,4
"1445",4,5,4,2,2,3,1,4,3,4,4,2,2,4,3,4,4,4,5,2,2,4,2
"1446",4,4,2,4,4,5,4,4,2,4,4,3,4,4,4,3,4,5,2,2,3,2,2
"1447",2,4,3,3,4,4,4,4,2,4,3,3,4,4,4,3,3,4,5,1,4,2,3
"1448",3,5,3,4,2,3,1,4,2,4,4,3,4,3,4,3,4,3,5,1,3,2,5
"1449",4,5,3,4,4,5,2,4,3,3,5,2,3,3,4,3,4,3,5,2,3,1,3
"1450",4,5,3,3,3,4,4,4,2,3,3,3,4,3,4,4,3,4,5,2,4,4,3
"1451",3,5,3,3,4,4,2,4,5,3,4,3,2,3,5,3,3,3,2,1,2,5,5
"1452",3,5,4,3,2,4,3,3,4,3,2,1,2,2,3,3,2,3,4,2,2,4,4
"1453",4,5,2,4,2,5,4,1,2,4,1,4,4,5,4,5,2,5,5,3,4,2,2
"1454",3,4,3,4,4,5,4,5,3,4,5,3,4,4,5,3,4,5,4,3,3,2,3
"1455",4,4,2,4,4,2,2,4,2,4,4,4,2,2,4,4,4,2,2,4,4,2,4
"1456",2,5,5,2,2,3,2,4,5,1,4,1,1,2,3,1,4,2,5,5,2,4,2
"1457",3,5,4,3,3,3,2,3,1,5,3,4,3,3,4,3,2,3,5,1,3,3,1
"1458",4,5,4,4,4,4,2,4,5,4,4,3,3,5,4,2,4,3,5,2,2,5,5
"1459",4,5,5,2,2,2,1,5,5,2,5,2,4,3,2,1,5,4,4,1,2,2,2
"1460",4,4,4,4,2,4,4,4,2,4,4,3,4,4,3,2,4,3,3,2,3,3,2
"1461",4,5,4,4,5,5,4,5,3,5,5,3,4,3,3,4,4,3,5,4,5,3,2
"1462",4,3,3,4,4,5,4,4,2,5,5,3,5,5,5,4,5,5,2,3,4,3,2
"1463",2,5,2,3,1,5,4,3,5,3,4,4,3,3,1,2,3,3,5,2,2,4,1
"1464",5,1,4,4,4,4,2,4,5,4,4,2,4,3,2,4,4,3,5,2,4,5,5
"1465",4,5,4,2,2,4,2,5,3,2,3,3,3,3,4,3,3,3,4,1,1,4,3
"1466",4,5,3,4,5,5,4,4,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4
"1467",3,5,4,3,2,3,3,4,2,3,3,2,4,2,2,3,4,4,5,2,2,4,5
"1468",3,4,3,3,3,4,4,3,2,4,3,3,3,2,3,3,4,4,4,2,4,4,2
"1469",4,4,3,5,4,5,5,4,1,4,4,3,5,5,3,5,5,5,1,3,4,3,2
"1470",3,5,5,4,3,2,2,3,2,3,3,3,3,1,4,1,2,1,4,3,2,4,3
"1471",4,5,4,3,4,2,3,4,4,4,5,2,4,2,1,3,3,2,3,1,2,3,3
"1472",4,3,3,4,2,5,5,5,3,4,5,2,3,4,4,4,5,5,5,2,3,2,2
"1473",4,5,2,4,4,5,4,4,2,1,4,5,4,5,4,4,4,5,2,4,4,2,2
"1474",4,4,2,3,4,5,4,4,2,4,4,5,5,5,4,4,4,5,3,4,3,2,2
"1475",5,4,3,2,5,5,5,4,3,5,5,3,5,5,4,4,4,5,5,4,2,3,2
"1476",4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,2,3,3,3
"1477",3,4,3,4,4,5,3,4,2,4,4,3,4,4,3,3,4,3,4,2,4,2,4
"1478",4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,5,2,2,4,2,2
"1479",3,4,5,3,2,4,2,4,4,4,3,2,3,3,3,3,3,4,4,2,2,4,4
"1480",4,4,4,2,4,4,3,4,2,4,4,2,4,3,4,3,3,2,3,2,3,3,2
"1481",4,5,1,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,3,2,4,2,1
"1482",5,4,2,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,2,4,4,3
"1483",4,5,3,3,2,4,2,4,2,4,4,2,3,4,4,2,4,2,4,3,3,4,4
"1484",4,5,3,4,4,5,3,4,5,4,4,3,4,2,4,3,4,4,4,2,3,4,3
"1485",3,5,5,3,3,1,1,4,5,1,4,1,3,1,3,1,4,3,5,1,3,2,3
"1486",4,5,3,4,3,4,4,4,2,4,4,3,4,4,3,3,4,4,3,2,3,3,2
"1487",4,5,5,3,5,5,4,3,3,5,4,4,3,4,4,5,4,5,5,2,4,1,1
"1488",4,5,4,4,4,4,2,4,4,4,2,2,3,4,2,4,2,4,4,1,3,4,2
"1489",3,5,4,3,3,2,2,5,4,3,4,2,2,4,2,2,4,3,4,2,3,4,2
"1490",3,5,4,1,2,2,2,5,3,5,3,3,4,3,4,3,4,3,2,2,3,3,3
"1491",3,5,2,1,4,4,4,3,2,4,3,2,2,3,4,4,4,4,4,1,2,3,3
"1492",5,5,2,5,5,5,5,4,3,5,4,4,4,2,4,4,4,4,4,4,3,4,5
"1493",3,4,4,3,3,4,4,4,2,4,4,2,4,4,4,4,4,4,3,2,2,4,2
"1494",4,5,5,3,3,5,4,5,4,5,4,3,4,3,3,2,3,3,5,1,3,4,4
"1495",2,5,5,1,1,5,1,4,5,4,4,3,2,1,4,1,4,3,5,1,1,3,1
"1496",4,5,2,4,2,5,4,4,4,4,4,2,4,4,1,4,4,5,3,1,4,4,3
"1497",3,4,4,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,3,3,3
"1498",5,4,3,5,5,5,4,5,3,3,4,4,4,5,4,3,4,5,2,3,4,4,2
"1499",4,4,2,4,3,3,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,3,2
"1500",4,5,5,3,2,4,4,4,2,4,4,2,4,4,2,4,4,3,4,2,2,2,2
"1501",3,4,3,3,2,3,3,3,2,4,3,3,4,2,3,3,3,3,5,2,3,4,4
"1502",2,5,4,2,1,5,1,3,4,2,3,1,2,1,1,1,2,1,3,3,2,4,2
"1503",3,5,5,1,2,5,3,2,1,5,3,3,5,5,3,3,2,4,2,1,1,1,5
"1504",3,4,3,3,4,3,3,4,2,4,4,3,4,4,3,3,3,4,4,4,3,3,3
"1505",3,5,4,1,4,5,1,1,1,4,1,1,5,3,1,1,1,3,5,1,1,1,1
"1506",4,5,3,4,4,1,2,4,4,4,4,3,4,4,1,4,2,2,4,4,4,4,2
"1507",4,5,4,3,4,2,3,3,4,4,3,3,4,3,3,3,4,3,3,3,4,3,3
"1508",1,5,5,1,1,1,1,3,2,1,1,1,1,1,1,1,3,4,5,3,1,5,3
"1509",4,5,2,4,4,5,4,4,4,5,5,3,4,2,4,3,4,5,3,4,3,3,3
"1510",4,5,4,3,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,3,3,3,3
"1511",4,5,4,2,4,4,2,4,1,4,3,1,2,2,3,4,3,3,4,3,2,4,3
"1512",4,5,1,4,3,5,5,5,3,5,4,3,5,5,5,4,4,4,2,4,4,3,1
"1513",3,4,4,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,4,4,4,4,3
"1514",3,5,4,2,3,5,2,3,4,4,4,4,3,2,3,3,4,3,3,2,2,4,2
"1515",3,5,4,3,3,3,2,2,1,3,3,3,3,2,3,3,3,3,1,3,3,3,3
"1516",4,4,3,4,4,5,5,5,5,4,4,3,4,5,5,4,4,5,5,3,3,2,4
"1517",3,2,3,2,3,2,2,1,4,4,2,2,2,3,3,2,2,1,4,4,2,1,4
"1518",2,5,4,4,4,3,3,3,1,4,2,3,3,2,2,1,3,3,5,1,2,3,2
"1519",3,5,5,4,4,5,3,4,2,3,4,3,4,3,2,2,2,4,5,2,2,3,4
"1520",4,5,2,4,4,1,1,4,4,4,2,4,2,2,4,4,4,1,5,1,1,5,5
"1521",4,4,3,3,4,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,4,5
"1522",4,5,4,4,3,5,4,4,2,4,5,5,4,4,5,4,4,5,1,3,3,4,3
"1523",3,4,3,3,3,4,3,3,4,4,4,3,4,2,3,3,3,4,4,2,3,3,3
"1524",4,5,3,5,4,5,3,5,5,5,5,3,5,5,5,4,5,5,4,1,4,5,3
"1525",3,3,3,4,3,5,4,4,1,5,5,4,5,2,4,4,4,4,3,3,3,1,1
"1526",4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,4,2,3
"1527",4,5,4,2,3,4,4,3,3,4,4,2,4,4,4,3,3,3,3,3,3,3,4
"1528",4,5,4,3,4,5,4,4,3,4,4,3,4,3,3,3,4,4,3,2,3,2,1
"1529",3,5,4,3,2,3,2,3,5,2,3,2,2,3,2,2,4,3,5,1,3,4,2
"1530",4,4,3,4,4,2,3,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,3
"1531",4,5,3,3,4,4,3,4,5,4,4,2,3,2,4,4,4,3,5,2,2,3,3
"1532",4,5,5,4,3,4,2,3,4,4,4,2,5,2,4,4,3,3,4,1,2,5,5
"1533",4,4,2,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,2,3,4,2,1
"1534",4,4,2,3,4,4,4,4,2,4,4,3,5,4,3,3,4,4,4,4,3,3,3
"1535",4,5,3,4,5,4,4,4,2,4,4,3,4,4,4,4,4,5,2,3,4,2,2
"1536",4,5,3,4,4,3,3,4,1,3,4,3,5,3,3,3,4,4,3,2,4,3,2
"1537",4,5,2,4,1,1,4,4,2,3,4,2,4,1,1,4,4,1,4,3,2,2,1
"1538",3,5,5,3,2,5,2,4,4,3,2,3,4,3,4,3,3,2,5,2,1,4,4
"1539",4,4,2,4,3,4,4,4,1,4,4,3,4,4,4,3,4,5,3,2,3,2,2
"1540",3,5,4,3,4,3,3,5,3,4,4,3,3,2,3,4,5,3,4,3,3,3,1
"1541",4,5,5,3,2,5,4,4,2,4,4,3,4,3,3,2,3,5,2,2,2,2,2
"1542",4,5,3,4,4,1,2,5,3,4,4,3,2,2,3,4,3,2,3,3,3,4,3
"1543",5,4,4,3,2,4,4,4,3,5,4,3,4,4,3,3,4,4,5,1,4,3,5
"1544",4,4,3,3,4,4,3,4,5,5,5,3,4,4,5,4,4,4,2,2,3,4,3
"1545",4,4,2,3,2,4,4,4,2,4,4,4,4,4,5,4,4,5,2,4,4,1,1
"1546",3,4,3,2,4,4,2,4,2,2,3,2,3,3,2,3,3,3,4,2,4,2,2
"1547",4,3,3,4,4,5,4,4,2,4,5,3,4,5,5,3,3,4,3,3,4,2,1
"1548",3,4,5,3,3,4,1,3,3,4,3,4,4,4,1,3,2,5,5,3,2,3,5
"1549",4,5,3,3,4,4,2,4,3,4,4,3,4,2,3,4,4,4,3,2,2,5,2
"1550",4,5,3,3,4,4,3,4,5,4,4,2,4,3,3,4,3,4,5,2,3,4,5
"1551",4,3,2,3,3,4,4,4,2,4,4,4,5,3,3,3,4,4,4,2,4,3,2
"1552",3,5,4,4,3,2,1,4,2,3,5,2,2,1,1,2,4,4,4,3,2,5,3
"1553",4,4,2,3,3,4,4,4,2,4,5,3,4,4,4,3,4,4,4,3,3,2,2
"1554",4,4,4,2,2,2,2,3,5,2,3,2,2,3,2,1,2,1,4,1,2,3,2
"1555",2,2,3,4,2,4,2,4,1,4,4,2,3,1,3,2,3,4,4,1,4,1,1
"1556",5,5,2,5,4,5,4,5,2,4,5,4,5,5,5,5,5,5,2,4,5,2,2
"1557",4,5,3,4,3,4,3,4,2,3,4,3,4,3,4,3,4,4,4,2,2,3,2
"1558",2,5,5,2,1,3,2,4,5,3,3,1,3,2,1,1,4,2,5,2,2,3,2
"1559",5,5,5,2,4,5,3,4,5,4,4,2,3,4,4,1,3,2,2,1,1,5,5
"1560",4,3,4,3,2,4,3,3,2,4,3,3,3,3,3,3,2,4,3,3,3,4,3
"1561",4,5,3,4,4,5,5,5,4,4,4,4,4,4,3,3,4,4,3,2,4,3,2
"1562",1,5,5,1,2,5,2,4,5,3,4,3,4,3,2,2,4,2,5,1,1,2,4
"1563",3,5,5,2,2,3,2,3,5,4,2,3,3,3,1,2,4,3,5,2,2,5,2
"1564",4,5,3,4,2,3,3,3,1,3,4,1,3,2,5,3,4,2,5,2,2,3,3
"1565",3,4,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,4,2,3,4,2
"1566",5,4,3,4,3,4,3,4,3,4,4,3,5,4,4,4,3,4,3,3,4,2,2
"1567",4,3,2,4,4,5,5,5,3,4,4,3,4,5,5,4,5,4,4,4,5,3,2
"1568",4,4,2,4,4,5,4,4,1,4,4,4,5,5,5,4,4,5,2,3,4,2,1
"1569",3,5,3,4,4,5,2,4,4,4,5,4,4,4,4,4,4,4,2,3,3,2,2
"1570",3,4,3,2,3,4,4,4,2,4,4,5,5,4,4,3,4,4,3,4,3,2,2
"1571",4,5,3,3,3,1,2,3,2,4,3,2,4,4,4,4,4,2,3,2,2,3,3
"1572",4,4,3,3,4,3,3,4,4,3,4,3,4,4,3,4,4,4,4,2,2,4,2
"1573",4,5,3,4,3,4,4,5,4,4,4,4,4,4,3,4,4,4,3,3,3,2,2
"1574",3,4,4,3,3,4,2,5,2,4,5,3,4,3,4,3,4,3,4,2,3,3,2
"1575",4,2,3,3,5,5,4,4,2,5,4,3,4,4,4,4,4,5,2,3,4,2,1
"1576",3,4,5,2,2,4,1,3,4,5,3,3,4,2,2,2,3,4,4,2,2,3,2
"1577",3,4,3,4,3,4,4,3,1,5,4,3,4,3,4,3,3,4,3,2,3,1,4
"1578",3,4,4,3,2,1,1,5,5,3,4,3,4,3,3,4,4,4,5,2,3,3,5
"1579",5,4,3,4,3,3,2,4,4,5,4,3,4,4,2,4,3,4,2,2,2,2,1
"1580",5,4,2,4,4,5,4,5,5,3,5,3,4,4,4,4,4,4,4,1,3,2,2
"1581",3,5,5,2,2,5,4,2,3,3,2,2,5,4,3,2,2,3,3,3,3,5,3
"1582",4,4,3,4,3,4,3,4,3,3,3,3,4,3,3,3,4,3,4,2,3,3,3
"1583",4,5,4,2,4,4,4,2,4,3,2,2,4,3,2,4,2,4,5,1,3,3,2
"1584",5,5,5,2,4,5,4,5,5,4,4,3,2,2,4,4,4,4,4,2,2,4,4
"1585",4,5,5,4,4,4,3,4,5,3,4,3,4,3,3,3,3,4,3,3,3,3,3
"1586",2,4,5,2,5,2,1,4,2,2,4,4,3,1,2,1,3,2,4,4,2,5,5
"1587",3,5,5,3,4,3,2,2,5,4,3,3,2,2,3,3,2,3,5,4,3,4,4
"1588",2,5,5,4,5,5,2,5,5,5,3,2,2,3,1,1,4,1,5,1,2,3,2
"1589",4,5,3,3,4,4,2,4,4,4,3,2,4,4,3,2,4,2,4,1,1,2,3
"1590",4,4,3,4,4,5,4,3,2,4,3,3,4,4,4,4,4,4,4,4,4,3,3
"1591",3,5,5,4,3,2,1,4,5,4,3,2,1,2,3,3,4,3,5,1,1,3,5
"1592",4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3
"1593",4,4,3,3,4,1,2,3,3,4,3,3,4,2,4,4,3,3,2,3,3,3,3
"1594",4,4,2,4,4,5,5,5,2,5,5,4,5,3,3,4,5,5,2,3,4,3,2
"1595",4,5,5,3,2,3,2,4,3,4,4,2,4,2,2,3,4,3,3,1,2,3,2
"1596",5,4,4,5,4,4,2,4,5,4,4,3,4,4,3,4,4,4,5,2,2,4,4
"1597",4,5,4,4,4,5,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3
"1598",3,4,4,3,4,4,3,4,4,4,4,3,4,2,2,3,3,3,3,2,4,2,3
"1599",4,5,2,4,4,5,5,5,2,4,4,4,5,4,4,4,4,5,4,2,3,3,4
"1600",3,4,4,4,2,2,2,2,2,4,3,4,3,3,2,2,2,4,4,2,1,2,2
"1601",3,5,3,3,3,4,3,3,2,4,3,3,4,3,4,3,3,4,4,3,4,3,3
"1602",4,5,4,3,2,5,5,5,3,4,4,1,4,3,3,2,4,5,4,2,2,3,2
"1603",4,5,5,4,3,4,2,3,5,3,3,4,4,3,1,1,2,4,5,4,2,4,1
"1604",4,5,5,3,4,2,2,4,4,3,3,2,2,2,2,2,4,2,5,3,3,4,4
"1605",3,5,5,4,4,4,2,4,4,3,3,3,4,3,4,5,3,3,3,2,2,2,2
"1606",4,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,3,2,3
"1607",4,5,3,3,4,4,4,4,3,4,3,3,4,3,4,3,4,4,3,1,2,3,4
"1608",5,4,1,5,4,5,5,5,5,5,4,3,5,4,4,4,5,5,2,1,4,2,1
"1609",4,5,4,4,4,3,4,3,4,3,3,2,3,3,3,4,3,3,4,2,4,4,4
"1610",5,5,5,3,4,4,2,3,5,5,3,2,4,4,3,2,3,3,5,1,2,4,3
"1611",5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4
"1612",3,5,3,3,2,4,2,3,2,4,4,3,4,3,3,2,3,3,3,2,1,4,1
"1613",4,5,3,4,4,4,4,5,3,4,4,3,4,3,4,4,4,4,2,3,3,3,2
"1614",2,1,5,4,2,4,4,3,4,2,4,2,2,2,4,2,3,5,4,3,4,4,2
"1615",3,2,3,2,3,2,4,4,2,3,3,3,4,3,2,3,4,4,3,4,3,3,4
"1616",2,5,4,1,1,2,2,3,3,4,3,1,1,3,2,1,3,2,4,1,1,5,5
"1617",4,4,2,4,4,4,3,4,3,2,4,4,4,3,4,3,4,4,2,2,4,2,3
"1618",2,5,4,2,1,2,1,4,3,2,4,2,2,2,3,2,4,1,5,1,1,3,3
"1619",5,5,3,3,4,4,3,4,4,4,4,2,3,2,4,3,3,3,5,3,3,2,2
"1620",3,5,4,2,3,5,4,1,5,4,1,3,4,3,3,2,1,2,4,1,2,5,5
"1621",4,5,3,4,3,3,3,4,4,4,3,3,3,3,4,3,4,2,3,1,3,3,3
"1622",4,4,2,2,2,1,2,4,2,4,4,2,2,1,2,4,4,1,5,4,2,2,2
"1623",4,5,2,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,2,3,3,2,3
"1624",3,5,4,3,2,1,1,5,4,5,5,2,2,2,4,4,4,2,4,4,3,5,2
"1625",5,5,5,4,4,3,3,5,5,4,5,3,3,3,4,4,4,3,5,2,2,4,2
"1626",1,4,3,3,2,4,3,2,5,5,3,2,3,3,2,2,3,2,3,2,3,3,3
"1627",3,5,2,3,3,4,4,4,3,5,4,3,4,3,3,4,4,5,1,4,3,1,3
"1628",4,5,5,4,4,2,4,3,2,3,4,4,3,3,4,2,3,3,5,2,2,2,2
"1629",4,5,5,2,2,4,1,4,5,4,4,1,4,4,2,4,3,4,1,2,2,1,1
"1630",5,5,2,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,2,4,4,2,2
"1631",4,5,4,2,3,3,2,4,5,4,3,2,3,2,2,2,4,3,5,2,2,4,3
"1632",3,4,2,3,3,3,2,4,3,4,4,2,4,3,4,3,4,3,5,2,2,4,2
"1633",4,5,5,2,2,4,4,4,2,4,4,2,4,3,3,2,3,4,4,2,2,2,4
"1634",5,4,4,4,2,4,4,4,3,4,4,2,4,5,3,4,3,4,3,3,3,4,2
"1635",4,5,3,4,4,5,3,5,3,5,4,2,5,4,5,4,4,4,4,2,3,3,4
"1636",4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,5,3
"1637",4,2,1,4,4,4,3,4,1,5,4,4,4,3,3,3,4,4,2,4,4,2,3
"1638",4,5,3,4,4,4,3,4,5,4,3,3,4,3,3,4,4,3,5,4,4,5,5
"1639",4,5,2,3,3,4,4,4,3,4,3,3,4,3,2,3,4,4,4,2,3,3,2
"1640",3,4,3,3,2,3,4,3,4,3,2,3,3,3,2,2,3,4,4,2,2,4,4
"1641",5,4,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,2,2,4,2,2
"1642",4,5,5,4,4,5,3,5,5,2,5,2,5,2,4,2,4,2,5,4,3,2,2
"1643",4,3,2,3,4,1,4,4,3,4,3,3,3,2,3,3,4,1,3,3,3,4,2
"1644",3,5,3,3,4,2,3,4,2,4,4,3,4,5,5,4,3,5,3,2,4,2,4
"1645",5,2,1,5,5,5,5,5,1,5,5,3,3,4,3,4,5,4,3,2,4,3,2
"1646",2,4,5,3,4,4,3,2,2,4,3,2,2,3,3,2,3,3,5,2,2,3,2
"1647",3,5,3,3,2,2,3,4,4,4,4,3,4,3,3,3,3,3,4,1,3,3,3
"1648",4,5,5,3,3,5,3,4,2,4,4,2,3,3,4,3,3,5,5,4,3,2,2
"1649",4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2
"1650",4,4,3,5,4,4,2,3,4,5,4,3,4,4,2,3,3,4,2,2,3,2,2
"1651",4,3,2,4,3,4,4,4,3,3,4,4,4,3,3,3,4,5,2,2,4,3,2
"1652",5,4,3,4,4,5,4,4,2,4,4,3,4,4,4,4,4,4,2,1,4,2,1
"1653",4,4,2,4,4,4,4,4,2,5,5,4,4,4,4,4,4,4,3,3,3,2,2
"1654",4,3,2,3,4,5,4,5,3,4,5,4,4,3,4,4,5,5,2,3,4,2,2
"1655",4,5,2,3,4,5,4,4,4,4,4,3,5,4,4,4,4,5,2,4,4,4,2
"1656",4,5,4,4,4,3,3,3,3,5,5,2,4,3,3,3,5,4,3,1,2,3,1
"1657",5,5,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4
"1658",3,5,5,4,2,2,1,3,5,1,2,3,2,3,2,3,2,2,5,1,1,5,2
"1659",4,5,2,3,4,4,3,4,1,5,4,4,1,1,3,3,4,1,3,1,1,3,2
"1660",3,4,3,4,4,4,4,4,2,4,4,3,4,4,3,3,4,4,4,2,4,4,4
"1661",4,4,3,4,3,4,3,4,4,3,4,3,3,3,3,3,4,4,3,2,3,4,3
"1662",4,5,4,3,4,4,3,4,4,5,4,3,4,3,3,2,4,3,5,1,2,3,2
"1663",3,5,4,3,1,2,2,3,2,4,3,1,3,1,2,2,3,2,4,1,1,5,2
"1664",5,5,3,4,5,4,3,4,1,4,4,2,5,2,3,4,5,3,5,3,3,2,1
"1665",3,4,3,4,3,5,4,3,2,4,4,3,3,3,4,3,4,4,5,2,4,2,3
"1666",4,5,3,4,3,4,3,5,3,4,5,3,4,5,5,3,4,4,5,3,3,3,2
"1667",4,5,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,1,3,4,2
"1668",4,5,3,3,4,3,2,5,3,5,4,3,3,3,3,4,4,3,2,3,3,4,1
"1669",3,5,4,3,2,4,2,4,4,2,2,2,2,2,4,2,4,2,2,2,2,2,5
"1670",5,5,5,3,4,3,1,3,4,5,3,3,2,2,3,4,3,4,4,1,2,4,3
"1671",4,5,3,3,3,4,4,4,2,4,3,4,4,3,3,4,4,4,3,2,3,5,2
"1672",4,5,2,4,4,5,4,4,1,4,5,5,5,4,5,4,4,4,5,1,4,2,4
"1673",3,5,5,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,5,1,1,1,4
"1674",4,5,1,4,3,5,4,4,3,5,5,4,5,4,3,3,4,5,3,3,3,3,3
"1675",5,5,5,2,2,5,2,2,2,4,2,4,4,1,2,3,5,4,5,2,2,3,1
"1676",3,4,3,3,3,4,2,3,2,4,3,3,3,4,4,3,3,3,4,2,4,4,3
"1677",4,5,3,4,4,4,4,4,3,5,4,4,3,4,3,5,3,2,4,3,4,4,3
"1678",4,5,2,4,4,5,4,4,2,5,4,4,3,5,4,4,5,5,2,3,4,4,2
"1679",4,5,5,3,3,2,2,4,3,4,4,3,5,2,4,4,4,3,5,2,2,4,2
"1680",4,4,4,5,4,2,2,5,5,2,4,3,2,4,4,2,4,3,5,4,4,2,2
"1681",4,5,5,3,2,4,4,5,3,4,4,1,1,1,3,3,4,1,1,2,2,4,2
"1682",3,4,3,3,3,2,2,4,2,4,3,2,2,2,4,4,4,2,3,4,3,3,2
"1683",3,5,4,4,3,3,4,4,5,4,3,3,3,4,4,3,4,3,3,1,3,4,3
"1684",3,2,3,3,4,2,2,4,2,3,4,2,3,3,3,3,4,2,4,2,2,2,3
